seq,payload_bytes,build_ns,sendto_ns,rtt_ns,rx_len,ok
61,512,240,5278,108519,512,1
62,512,241,5204,108278,512,1
63,512,222,5204,107963,512,1
64,512,222,5241,108222,512,1
65,512,241,5370,108722,512,1
66,512,222,5223,108481,512,1
67,512,241,5111,107796,512,1
68,512,222,5167,107888,512,1
69,512,241,5148,108555,512,1
70,512,222,5204,108185,512,1
71,512,241,5185,108074,512,1
72,512,222,5186,108056,512,1
73,512,240,5260,108019,512,1
74,512,222,5185,108315,512,1
75,512,241,5203,108315,512,1
76,512,222,5204,109463,512,1
77,512,240,5241,108260,512,1
78,512,222,5241,108074,512,1
79,512,240,5204,108482,512,1
80,512,241,5203,108167,512,1
81,512,223,5481,108593,512,1
82,512,240,5186,108537,512,1
83,512,222,5148,107722,512,1
84,512,222,5297,108092,512,1
85,512,223,5222,107833,512,1
86,512,241,5166,108055,512,1
87,512,241,5129,108241,512,1
88,512,241,5167,108074,512,1
89,512,223,5129,108204,512,1
90,512,240,5130,107834,512,1
91,512,222,5241,107741,512,1
92,512,241,5130,107963,512,1
93,512,222,5148,108482,512,1
94,512,241,5185,108686,512,1
95,512,241,5111,107982,512,1
96,512,240,5241,108315,512,1
97,512,241,5389,108000,512,1
98,512,241,5240,108186,512,1
99,512,241,5241,108130,512,1
100,512,223,5129,107926,512,1
101,512,240,5130,107908,512,1
102,512,222,5167,107908,512,1
103,512,241,5222,108296,512,1
104,512,241,5129,107963,512,1
105,512,241,5129,108019,512,1
106,512,240,5223,107815,512,1
107,512,241,5130,107500,512,1
108,512,241,5129,108888,512,1
109,512,240,5149,108334,512,1
110,512,240,5149,108519,512,1
111,512,240,5185,108500,512,1
112,512,222,5185,107981,512,1
113,512,240,5556,108482,512,1
114,512,241,5185,108074,512,1
115,512,222,5130,108000,512,1
116,512,241,5129,108111,512,1
117,512,241,5148,107944,512,1
118,512,222,5222,108259,512,1
119,512,241,5167,109352,512,1
120,512,241,5278,108074,512,1
121,512,222,5186,107944,512,1
122,512,241,5204,107722,512,1
123,512,241,5111,107741,512,1
124,512,241,5129,108167,512,1
125,512,223,5148,107556,512,1
126,512,241,5130,108555,512,1
127,512,223,5203,109444,512,1
128,512,222,5260,108555,512,1
129,512,240,5408,108500,512,1
130,512,241,5166,107852,512,1
131,512,241,5130,107889,512,1
132,512,241,5111,107555,512,1
133,512,241,5166,108149,512,1
134,512,241,5111,108074,512,1
135,512,240,5130,108037,512,1
136,512,223,5240,107740,512,1
137,512,241,5111,108352,512,1
138,512,241,5259,108222,512,1
139,512,241,6315,116833,512,1
140,512,241,5481,108296,512,1
141,512,240,5260,112000,512,1
142,512,241,5352,122981,512,1
143,512,259,9630,123556,512,1
144,512,241,8629,121075,512,1
145,512,241,6259,116704,512,1
146,512,241,5444,108425,512,1
147,512,240,5241,108426,512,1
148,512,241,5222,108629,512,1
149,512,223,5296,108407,512,1
150,512,222,5315,108889,512,1
151,512,240,5278,108630,512,1
152,512,240,5297,108630,512,1
153,512,240,5204,108426,512,1
154,512,223,5222,108444,512,1
155,512,222,5408,109370,512,1
156,512,222,5426,108759,512,1
157,512,241,5296,108204,512,1
158,512,241,5222,108389,512,1
159,512,223,5240,108722,512,1
160,512,223,5352,108370,512,1
161,512,222,5482,108907,512,1
162,512,241,5426,109389,512,1
163,512,240,5260,108463,512,1
164,512,223,5259,108852,512,1
165,512,240,5185,108982,512,1
166,512,241,5351,108889,512,1
167,512,240,5222,108778,512,1
168,512,241,5204,108796,512,1
169,512,240,5315,108315,512,1
170,512,241,5315,108611,512,1
171,512,241,5222,108166,512,1
172,512,241,5185,108037,512,1
173,512,241,5185,108500,512,1
174,512,241,5315,108722,512,1
175,512,241,5222,108333,512,1
176,512,222,5278,108000,512,1
177,512,222,5518,109148,512,1
178,512,241,5333,109037,512,1
179,512,241,5222,109204,512,1
180,512,241,5296,108944,512,1
181,512,222,5204,108333,512,1
182,512,241,5407,108519,512,1
183,512,240,5241,108371,512,1
184,512,223,5314,109759,512,1
185,512,241,5203,108315,512,1
186,512,241,5296,108537,512,1
187,512,241,5241,108407,512,1
188,512,241,5203,108314,512,1
189,512,222,5223,108074,512,1
190,512,241,5278,108463,512,1
191,512,222,5204,108629,512,1
192,512,222,5297,108389,512,1
193,512,223,5444,108963,512,1
194,512,240,5334,108630,512,1
195,512,222,5222,109555,512,1
196,512,241,5259,108630,512,1
197,512,223,5240,108667,512,1
198,512,241,5315,108611,512,1
199,512,240,5278,108667,512,1
200,512,240,5241,108408,512,1
201,512,241,5222,109149,512,1
202,512,240,5334,108000,512,1
203,512,240,5204,108815,512,1
204,512,240,5241,108130,512,1
205,512,241,5185,108166,512,1
206,512,241,5278,108519,512,1
207,512,241,5333,108333,512,1
208,512,241,5296,108148,512,1
209,512,241,5630,109241,512,1
210,512,223,5259,108648,512,1
211,512,241,5222,108630,512,1
212,512,240,5278,108704,512,1
213,512,240,5241,109278,512,1
214,512,241,5314,108760,512,1
215,512,241,5333,108704,512,1
216,512,241,5204,108130,512,1
217,512,222,5222,108352,512,1
218,512,222,5204,108611,512,1
219,512,241,5203,108000,512,1
220,512,240,5204,108482,512,1
221,512,241,5278,108444,512,1
222,512,241,5204,108814,512,1
223,512,241,5204,108500,512,1
224,512,240,5297,108833,512,1
225,512,240,5463,108519,512,1
226,512,222,5315,108833,512,1
227,512,241,5222,108277,512,1
228,512,241,5241,109055,512,1
229,512,240,5241,108815,512,1
230,512,240,5352,108926,512,1
231,512,241,5167,108148,512,1
232,512,241,5167,108648,512,1
233,512,241,5296,108556,512,1
234,512,241,5185,108203,512,1
235,512,241,5259,108407,512,1
236,512,241,5241,108167,512,1
237,512,241,5204,108685,512,1
238,512,241,5259,108444,512,1
239,512,222,5222,108611,512,1
240,512,223,5240,108593,512,1
241,512,222,5500,109241,512,1
242,512,241,5278,108352,512,1
243,512,223,5185,108019,512,1
244,512,241,5148,107759,512,1
245,512,241,5204,107981,512,1
246,512,240,5260,108778,512,1
247,512,241,5222,108574,512,1
248,512,222,5297,108592,512,1
249,512,241,5241,108889,512,1
250,512,241,5166,108277,512,1
251,512,240,5278,109037,512,1
252,512,241,5277,108888,512,1
253,512,222,5167,108315,512,1
254,512,222,5241,108555,512,1
255,512,222,5204,107963,512,1
256,512,241,5259,108389,512,1
257,512,241,5444,108259,512,1
258,512,241,5296,108444,512,1
259,512,241,5203,108093,512,1
260,512,241,5222,108315,512,1
261,512,241,5185,108204,512,1
262,512,241,5259,108704,512,1
263,512,241,5204,109222,512,1
264,512,241,5222,108315,512,1
265,512,223,5240,108444,512,1
266,512,241,5204,108444,512,1
267,512,241,5185,108056,512,1
268,512,222,5260,108296,512,1
269,512,222,5185,108500,512,1
270,512,241,5259,108703,512,1
271,512,240,5260,108241,512,1
272,512,240,5204,108500,512,1
273,512,241,5592,109223,512,1
274,512,241,5278,108481,512,1
275,512,241,6074,117037,512,1
276,512,222,5407,108537,512,1
277,512,222,5297,108574,512,1
278,512,223,5240,108389,512,1
279,512,240,5260,108593,512,1
280,512,240,5297,108759,512,1
281,512,222,5352,108703,512,1
282,512,222,5297,108130,512,1
283,512,240,5204,108130,512,1
284,512,223,5185,108333,512,1
285,512,240,5223,108111,512,1
286,512,241,5203,108796,512,1
287,512,241,5167,108611,512,1
288,512,222,5259,108408,512,1
289,512,222,5445,109037,512,1
290,512,240,5297,108611,512,1
291,512,241,5166,108463,512,1
292,512,241,5185,108352,512,1
293,512,241,5204,108167,512,1
294,512,241,5167,108444,512,1
295,512,241,5241,108185,512,1
296,512,240,5148,107908,512,1
297,512,241,5204,108592,512,1
298,512,241,5167,108352,512,1
299,512,241,5204,108667,512,1
300,512,223,5222,108222,512,1
301,512,241,5259,109278,512,1
302,512,222,5352,108575,512,1
303,512,241,5204,108463,512,1
304,512,240,5241,108519,512,1
305,512,223,5518,108426,512,1
306,512,241,5222,108629,512,1
307,512,241,5259,108203,512,1
308,512,241,5185,108703,512,1
309,512,222,5259,108018,512,1
310,512,241,5240,108408,512,1
311,512,222,5278,108222,512,1
312,512,241,5241,108166,512,1
313,512,241,5203,108407,512,1
314,512,240,5223,108445,512,1
315,512,222,5259,108741,512,1
316,512,241,5278,108259,512,1
317,512,241,5203,108129,512,1
318,512,223,5203,108426,512,1
319,512,240,5352,108204,512,1
320,512,222,5278,108815,512,1
321,512,223,5425,108630,512,1
322,512,240,5186,108204,512,1
323,512,222,5186,108241,512,1
324,512,241,5166,108186,512,1
325,512,241,5259,108407,512,1
326,512,241,5185,107944,512,1
327,512,222,5185,108092,512,1
328,512,222,5185,108129,512,1
329,512,241,5240,108074,512,1
330,512,223,5259,108723,512,1
331,512,223,5351,109333,512,1
332,512,241,5296,108963,512,1
333,512,222,5278,108278,512,1
334,512,222,5296,108667,512,1
335,512,241,5259,108463,512,1
336,512,241,5185,108111,512,1
337,512,222,5482,109593,512,1
338,512,241,5296,108444,512,1
339,512,241,5241,108259,512,1
340,512,222,5260,108129,512,1
341,512,240,5241,108630,512,1
342,512,240,5186,108278,512,1
343,512,222,5185,108074,512,1
344,512,222,5203,107963,512,1
345,512,222,5185,108463,512,1
346,512,222,5185,108314,512,1
347,512,222,5204,108445,512,1
348,512,223,5240,108426,512,1
349,512,222,5241,108093,512,1
350,512,241,5185,108259,512,1
351,512,241,5185,108037,512,1
352,512,223,5259,108500,512,1
353,512,222,5426,108611,512,1
354,512,241,5370,108740,512,1
355,512,241,5167,108296,512,1
356,512,222,5186,108611,512,1
357,512,241,5259,108277,512,1
358,512,240,5186,107797,512,1
359,512,222,5297,108278,512,1
360,512,241,5185,108149,512,1
361,512,241,5204,107722,512,1
362,512,241,5185,108223,512,1
363,512,241,5259,108870,512,1
364,512,241,5148,108296,512,1
365,512,240,5278,108722,512,1
366,512,240,5278,108796,512,1
367,512,222,5185,107871,512,1
368,512,241,5241,108518,512,1
369,512,241,5555,108333,512,1
370,512,223,5259,108204,512,1
371,512,222,5167,108408,512,1
372,512,241,5167,107963,512,1
373,512,241,5204,108907,512,1
374,512,241,5240,108575,512,1
375,512,241,5185,108685,512,1
376,512,241,5314,108537,512,1
377,512,222,5186,108000,512,1
378,512,241,5166,107945,512,1
379,512,222,5222,108445,512,1
380,512,241,5241,107833,512,1
381,512,222,5185,107945,512,1
382,512,241,5185,108259,512,1
383,512,222,5185,108408,512,1
384,512,222,5371,108518,512,1
385,512,241,5351,108945,512,1
386,512,240,5260,107908,512,1
387,512,222,5185,107741,512,1
388,512,241,5148,108315,512,1
389,512,222,5185,108092,512,1
390,512,241,5166,108000,512,1
391,512,241,5167,108907,512,1
392,512,241,5166,108463,512,1
393,512,241,5167,108203,512,1
394,512,222,5185,108352,512,1
395,512,241,5222,108463,512,1
396,512,240,5148,108204,512,1
397,512,240,5167,108056,512,1
398,512,241,5167,108130,512,1
399,512,222,5241,108981,512,1
400,512,222,5297,108926,512,1
401,512,241,5500,108667,512,1
402,512,241,5278,108407,512,1
403,512,222,5241,108648,512,1
404,512,223,5259,108722,512,1
405,512,241,5333,108555,512,1
406,512,241,5240,108463,512,1
407,512,222,5223,107963,512,1
408,512,241,5240,108260,512,1
409,512,223,5166,108148,512,1
410,512,241,5241,108648,512,1
411,512,240,5260,108371,512,1
412,512,241,5629,115630,512,1
413,512,222,5296,108092,512,1
414,512,222,5296,108722,512,1
415,512,222,5241,108240,512,1
416,512,241,5278,108463,512,1
417,512,241,5408,108296,512,1
418,512,240,5278,108463,512,1
419,512,241,5185,108204,512,1
420,512,241,5185,108112,512,1
421,512,241,5204,108315,512,1
422,512,241,5167,108611,512,1
423,512,241,5166,108537,512,1
424,512,241,5241,108240,512,1
425,512,241,5167,108444,512,1
426,512,241,5222,108612,512,1
427,512,222,5278,108352,512,1
428,512,241,5204,108019,512,1
429,512,241,5203,108241,512,1
430,512,241,5240,108056,512,1
431,512,222,5148,108093,512,1
432,512,240,5315,108296,512,1
433,512,241,5500,109463,512,1
434,512,241,5296,109037,512,1
435,512,241,5259,108630,512,1
436,512,240,5204,108834,512,1
437,512,241,5222,108204,512,1
438,512,241,5241,108333,512,1
439,512,241,5277,108851,512,1
440,512,241,5222,107796,512,1
441,512,240,5241,108000,512,1
442,512,222,5185,108351,512,1
443,512,222,5297,108370,512,1
444,512,222,5148,108093,512,1
445,512,240,5186,108204,512,1
446,512,222,5167,108037,512,1
447,512,241,5166,108296,512,1
448,512,222,5241,108037,512,1
449,512,240,5500,108611,512,1
450,512,241,5240,108260,512,1
451,512,241,5185,108685,512,1
452,512,241,5148,108444,512,1
453,512,241,5167,108129,512,1
454,512,241,5167,108148,512,1
455,512,241,5241,108444,512,1
456,512,222,5259,108370,512,1
457,512,241,5129,108519,512,1
458,512,240,5260,108297,512,1
459,512,241,5148,108018,512,1
460,512,222,5260,108296,512,1
461,512,241,5130,107815,512,1
462,512,241,5278,108759,512,1
463,512,222,5278,107834,512,1
464,512,240,5352,109019,512,1
465,512,241,5426,108537,512,1
466,512,240,5204,108167,512,1
467,512,222,5185,109092,512,1
468,512,222,5204,108611,512,1
469,512,223,5185,108297,512,1
470,512,223,5259,108388,512,1
471,512,240,5315,109389,512,1
472,512,241,5240,108611,512,1
473,512,222,5241,108852,512,1
474,512,223,5148,107815,512,1
475,512,222,5259,108500,512,1
476,512,241,5148,107963,512,1
477,512,222,5148,108037,512,1
478,512,241,5204,108352,512,1
479,512,222,5167,108092,512,1
480,512,223,5314,108222,512,1
481,512,223,5426,108741,512,1
482,512,240,5241,108000,512,1
483,512,241,5166,107908,512,1
484,512,222,5130,109388,512,1
485,512,240,5408,108297,512,1
486,512,222,5278,108296,512,1
487,512,241,5259,108556,512,1
488,512,241,5222,108074,512,1
489,512,222,5186,108333,512,1
490,512,241,5240,108982,512,1
491,512,240,5167,109278,512,1
492,512,240,5241,108482,512,1
493,512,223,5166,108056,512,1
494,512,222,5186,108129,512,1
495,512,222,5167,108203,512,1
496,512,222,5389,108259,512,1
497,512,240,5538,108334,512,1
498,512,222,5296,108167,512,1
499,512,222,5185,108204,512,1
500,512,222,5241,108741,512,1
501,512,223,5333,108871,512,1
502,512,240,5278,108519,512,1
503,512,241,5185,108037,512,1
504,512,222,5186,108148,512,1
505,512,222,5260,108222,512,1
506,512,240,5149,108019,512,1
507,512,241,5167,108556,512,1
508,512,223,5185,108111,512,1
509,512,241,5259,108648,512,1
510,512,222,5333,109019,512,1
511,512,241,5278,108500,512,1
512,512,241,5259,108056,512,1
513,512,222,5407,108408,512,1
514,512,222,5241,108204,512,1
515,512,241,5166,108167,512,1
516,512,241,5222,107741,512,1
517,512,241,5166,108500,512,1
518,512,241,5167,108315,512,1
519,512,241,5148,108704,512,1
520,512,241,5241,108370,512,1
521,512,222,5167,109445,512,1
522,512,240,5241,108389,512,1
523,512,241,5240,107982,512,1
524,512,240,5334,109519,512,1
525,512,223,5203,108630,512,1
526,512,222,5315,108296,512,1
527,512,222,5204,108259,512,1
528,512,240,5241,108296,512,1
529,512,222,5518,138277,512,1
530,512,241,6074,116352,512,1
531,512,241,5241,108796,512,1
532,512,240,5278,108815,512,1
533,512,222,5278,108537,512,1
534,512,222,5278,108259,512,1
535,512,240,5315,108537,512,1
536,512,222,5167,108371,512,1
537,512,240,5204,108296,512,1
538,512,241,5204,108648,512,1
539,512,240,5204,108056,512,1
540,512,241,5148,108352,512,1
541,512,240,5167,109333,512,1
542,512,222,5222,108296,512,1
543,512,241,5278,108815,512,1
544,512,222,5278,108425,512,1
545,512,241,5407,108740,512,1
546,512,241,5167,108370,512,1
547,512,222,5185,108612,512,1
548,512,241,5519,115926,512,1
549,512,240,5334,108574,512,1
550,512,241,5259,108667,512,1
551,512,223,5314,108370,512,1
552,512,222,5278,108074,512,1
553,512,223,5148,107778,512,1
554,512,222,5000,107482,512,1
555,512,241,5185,108037,512,1
556,512,204,5148,107852,512,1
557,512,222,5055,108445,512,1
558,512,203,5075,107833,512,1
559,512,222,5000,107556,512,1
560,512,222,5056,107629,512,1
561,512,222,5371,107889,512,1
562,512,203,5148,107740,512,1
563,512,222,4982,107537,512,1
564,512,222,4963,107963,512,1
565,512,223,4963,107778,512,1
566,512,222,5130,107722,512,1
567,512,203,5111,107925,512,1
568,512,222,4963,107926,512,1
569,512,222,5000,107389,512,1
570,512,222,4982,107334,512,1
571,512,222,5111,107685,512,1
572,512,222,5074,107260,512,1
573,512,222,4982,106908,512,1
574,512,222,5000,107333,512,1
575,512,222,5055,108389,512,1
576,512,222,4981,107704,512,1
577,512,222,5241,107982,512,1
578,512,222,5037,107612,512,1
579,512,204,5055,107629,512,1
580,512,222,5056,107685,512,1
581,512,203,5019,107685,512,1
582,512,223,4981,107407,512,1
583,512,222,4944,107611,512,1
584,512,223,4963,107444,512,1
585,512,222,4944,107648,512,1
586,512,223,4944,107925,512,1
587,512,222,5037,107556,512,1
588,512,223,5074,107111,512,1
589,512,204,4963,107389,512,1
590,512,204,4981,107704,512,1
591,512,222,4944,107686,512,1
592,512,222,4982,108537,512,1
593,512,223,5259,107537,512,1
594,512,222,5056,107834,512,1
595,512,223,5000,107204,512,1
596,512,222,4963,107666,512,1
597,512,222,4963,107352,512,1
598,512,222,4963,107537,512,1
599,512,222,5037,107555,512,1
600,512,222,5037,107852,512,1
601,512,222,4963,107463,512,1
602,512,222,5018,107611,512,1
603,512,222,5037,107667,512,1
604,512,222,5019,107371,512,1
605,512,222,4945,107297,512,1
606,512,222,4982,107982,512,1
607,512,222,4944,107222,512,1
608,512,222,5074,107944,512,1
609,512,204,5148,108204,512,1
610,512,222,5055,107963,512,1
611,512,222,5019,107926,512,1
612,512,222,4981,107685,512,1
613,512,222,4963,107445,512,1
614,512,222,4926,107482,512,1
615,512,223,5037,108129,512,1
616,512,222,5074,108259,512,1
617,512,222,4926,107704,512,1
618,512,222,4944,107519,512,1
619,512,204,4982,107371,512,1
620,512,222,5019,107204,512,1
621,512,223,5018,107908,512,1
622,512,204,5037,107741,512,1
623,512,223,5018,107352,512,1
624,512,222,5092,107426,512,1
625,512,222,5241,107889,512,1
626,512,223,4981,108056,512,1
627,512,203,5000,107777,512,1
628,512,222,4945,107296,512,1
629,512,222,4963,107519,512,1
630,512,222,4944,107445,512,1
631,512,223,4963,107944,512,1
632,512,222,5037,107759,512,1
633,512,222,4981,107463,512,1
634,512,223,4962,107315,512,1
635,512,223,5037,107944,512,1
636,512,222,4963,107926,512,1
637,512,222,5056,108000,512,1
638,512,222,5019,107463,512,1
639,512,222,4963,107315,512,1
640,512,222,4944,107371,512,1
641,512,222,5278,108018,512,1
642,512,222,5093,107888,512,1
643,512,222,4945,108185,512,1
644,512,222,5019,108019,512,1
645,512,222,5037,107334,512,1
646,512,223,4944,107463,512,1
647,512,203,4945,107833,512,1
648,512,222,4945,108019,512,1
649,512,204,5037,107407,512,1
650,512,222,4982,107519,512,1
651,512,222,4926,107444,512,1
652,512,222,4945,107408,512,1
653,512,222,5130,107722,512,1
654,512,223,5000,108037,512,1
655,512,203,4963,107500,512,1
656,512,223,5000,107315,512,1
657,512,222,5259,108000,512,1
658,512,222,5019,107648,512,1
659,512,222,5037,107389,512,1
660,512,204,4963,107889,512,1
661,512,222,5093,107556,512,1
662,512,222,5056,107685,512,1
663,512,222,5019,107574,512,1
664,512,222,4944,107593,512,1
665,512,222,5037,107685,512,1
666,512,222,4945,107648,512,1
667,512,222,5037,107519,512,1
668,512,222,5037,107408,512,1
669,512,222,6519,108907,512,1
670,512,222,5037,107685,512,1
671,512,222,4945,107334,512,1
672,512,222,5056,107871,512,1
673,512,222,5240,108111,512,1
674,512,223,5055,107426,512,1
675,512,222,4963,107315,512,1
676,512,222,4944,107259,512,1
677,512,222,5056,108296,512,1
678,512,222,4944,107741,512,1
679,512,222,5333,229296,512,1
680,512,241,14963,126500,512,1
681,512,222,5723,108129,512,1
682,512,222,5148,108055,512,1
683,512,223,5129,107149,512,1
684,512,223,5018,107352,512,1
685,512,222,5852,115889,512,1
686,512,222,5241,107555,512,1
687,512,203,5037,107555,512,1
688,512,222,5019,107370,512,1
689,512,223,5463,141407,512,1
690,512,241,9796,122222,512,1
691,512,222,6278,111648,512,1
692,512,203,5278,107907,512,1
693,512,222,5093,107574,512,1
694,512,222,5167,109055,512,1
695,512,223,5018,107852,512,1
696,512,223,5074,107667,512,1
697,512,223,5055,107444,512,1
698,512,222,5148,108018,512,1
699,512,223,4981,107444,512,1
700,512,223,5018,108037,512,1
701,512,222,5018,107704,512,1
702,512,222,4981,107592,512,1
703,512,222,5000,108000,512,1
704,512,204,5351,108092,512,1
705,512,203,5260,107666,512,1
706,512,222,5018,107463,512,1
707,512,222,5074,107666,512,1
708,512,222,5130,107592,512,1
709,512,223,4944,114167,512,1
710,512,223,5037,108370,512,1
711,512,223,4981,108334,512,1
712,512,223,5074,108167,512,1
713,512,223,4963,108148,512,1
714,512,222,5075,107796,512,1
715,512,222,5037,107686,512,1
716,512,222,5055,107852,512,1
717,512,222,5056,107352,512,1
718,512,223,4944,107463,512,1
719,512,222,4945,107500,512,1
720,512,222,5037,108111,512,1
721,512,222,5315,107963,512,1
722,512,203,5075,107370,512,1
723,512,222,4982,107796,512,1
724,512,222,5074,107297,512,1
725,512,222,4926,107704,512,1
726,512,222,4945,107278,512,1
727,512,223,5000,107704,512,1
728,512,204,5018,108648,512,1
729,512,222,5000,108241,512,1
730,512,222,5037,107722,512,1
731,512,203,5037,107759,512,1
732,512,222,4981,107315,512,1
733,512,222,4963,107593,512,1
734,512,204,4981,107370,512,1
735,512,222,4945,107333,512,1
736,512,222,5129,107371,512,1
737,512,222,5186,107870,512,1
738,512,223,5092,107444,512,1
739,512,222,4945,109407,512,1
740,512,222,5222,107852,512,1
741,512,222,4963,107222,512,1
742,512,222,4945,107129,512,1
743,512,222,5018,107463,512,1
744,512,222,5019,107611,512,1
745,512,222,4945,108148,512,1
746,512,223,4963,107815,512,1
747,512,222,5037,107407,512,1
748,512,222,5055,107426,512,1
749,512,222,5019,107871,512,1
750,512,222,5037,107685,512,1
751,512,223,4944,107648,512,1
752,512,222,4981,107593,512,1
753,512,222,5241,107629,512,1
754,512,222,5037,107760,512,1
755,512,222,4945,107778,512,1
756,512,222,5074,107889,512,1
757,512,222,5018,107537,512,1
758,512,223,4925,107834,512,1
759,512,204,5000,107370,512,1
760,512,222,5037,107667,512,1
761,512,222,5019,107407,512,1
762,512,223,4926,108000,512,1
763,512,222,5000,107334,512,1
764,512,222,5075,107778,512,1
765,512,203,5019,107759,512,1
766,512,222,4963,107574,512,1
767,512,204,5018,107352,512,1
768,512,222,5037,111222,512,1
769,512,222,5204,141407,512,1
770,512,241,9352,122648,512,1
771,512,223,8203,119334,512,1
772,512,222,6093,109666,512,1
773,512,204,5407,108555,512,1
774,512,222,5241,108277,512,1
775,512,222,5000,107666,512,1
776,512,222,5000,108352,512,1
777,512,222,5148,108334,512,1
778,512,223,5018,107592,512,1
779,512,222,5074,110203,512,1
780,512,222,5019,107907,512,1
781,512,223,5092,107685,512,1
782,512,222,5111,107704,512,1
783,512,222,5149,108203,512,1
784,512,222,7592,113445,512,1
785,512,222,9167,121259,512,1
786,512,222,5741,109278,512,1
787,512,222,5129,108037,512,1
788,512,204,5148,107815,512,1
789,512,222,5130,107686,512,1
790,512,204,5167,107667,512,1
791,512,222,5018,107556,512,1
792,512,203,5019,107500,512,1
793,512,223,5000,107889,512,1
794,512,223,4981,107814,512,1
795,512,222,5000,107611,512,1
796,512,222,4982,110075,512,1
797,512,222,5093,107944,512,1
798,512,223,5037,107519,512,1
799,512,204,5111,107741,512,1
800,512,222,5111,107945,512,1
801,512,222,5389,108241,512,1
802,512,222,4982,107945,512,1
803,512,222,4981,107204,512,1
804,512,222,5074,107759,512,1
805,512,222,5074,107704,512,1
806,512,222,5000,108167,512,1
807,512,223,5074,107963,512,1
808,512,222,5000,107574,512,1
809,512,222,4982,107537,512,1
810,512,222,4982,107482,512,1
811,512,223,5074,107407,512,1
812,512,222,4982,108092,512,1
813,512,223,5185,108629,512,1
814,512,222,5037,108297,512,1
815,512,223,4981,108074,512,1
816,512,203,5260,107759,512,1
817,512,222,5167,107926,512,1
818,512,223,5018,107778,512,1
819,512,222,5019,107889,512,1
820,512,204,4981,107648,512,1
821,512,222,5630,115241,512,1
822,512,223,5296,107797,512,1
823,512,222,5000,107704,512,1
824,512,222,5056,108186,512,1
825,512,223,4981,158815,512,1
826,512,241,12870,126629,512,1
827,512,222,8389,120889,512,1
828,512,241,7611,117908,512,1
829,512,222,5519,108703,512,1
830,512,223,5444,109722,512,1
831,512,204,5130,108519,512,1
832,512,204,5055,108019,512,1
833,512,223,5592,108556,512,1
834,512,204,5056,107926,512,1
835,512,222,5037,107981,512,1
836,512,222,5112,108000,512,1
837,512,222,5037,107518,512,1
838,512,204,5130,108074,512,1
839,512,222,5019,108203,512,1
840,512,222,5093,107981,512,1
841,512,222,5019,107945,512,1
842,512,203,5056,107518,512,1
843,512,223,5018,107815,512,1
844,512,223,5018,107926,512,1
845,512,222,4982,107481,512,1
846,512,222,5093,108055,512,1
847,512,204,5278,108556,512,1
848,512,223,5092,108259,512,1
849,512,223,5481,108556,512,1
850,512,222,5259,107815,512,1
851,512,204,5092,108055,512,1
852,512,222,5037,107666,512,1
853,512,222,5186,108370,512,1
854,512,222,5093,107741,512,1
855,512,222,5018,107593,512,1
856,512,222,5018,107704,512,1
857,512,222,5129,107833,512,1
858,512,222,5018,107741,512,1
859,512,222,5037,107982,512,1
860,512,223,5037,107130,512,1
861,512,223,5111,107815,512,1
862,512,222,5093,107630,512,1
863,512,222,5018,107667,512,1
864,512,222,5055,109315,512,1
865,512,222,5204,108703,512,1
866,512,222,5278,108167,512,1
867,512,204,5111,107685,512,1
868,512,222,5056,107630,512,1
869,512,223,5000,107685,512,1
