test,payload_bytes,rtt_count,rtt_ok,rtt_lost,flood_duration_s,flood_tx_packets,flood_rx_packets,flood_rx_bytes,elapsed_ns,fpga_rx_delta,fpga_tx_delta,fpga_rx_bad_delta,fpga_tx_bad_delta,iface_tx_packets_delta,iface_rx_packets_delta,iface_tx_bytes_delta,iface_rx_bytes_delta,iface_tx_errors_delta,iface_rx_errors_delta,iface_tx_dropped_delta,iface_rx_dropped_delta,iface_tx_fifo_errors_delta,iface_rx_fifo_errors_delta,iface_rx_missed_errors_delta,udp_out_datagrams_delta,udp_in_datagrams_delta,udp_in_errors_delta,udp_rcvbuf_errors_delta,udp_sndbuf_errors_delta,udp_no_ports_delta,udp_in_csum_errors_delta,ip_out_requests_delta,ip_in_receives_delta,ip_in_delivers_delta,ip_in_discardsDelta,ip_out_discardsDelta,ip_in_hdr_errorsDelta,ip_in_addr_errorsDelta
loopback,1024,10000,10000,0,10.000000,5415857,1146725,1174246400,10000055587,1158114,1158106,8,0,1156761,1156735,1233110424,1216889428,0,0,0,0,0,0,0,1158113,1156725,0,0,4267744,34,0,5425863,1156758,1156758,0,4267744,0,0,0
