test,payload_bytes,rtt_count,rtt_ok,rtt_lost,flood_duration_s,flood_tx_packets,flood_rx_packets,flood_rx_bytes,elapsed_ns,fpga_rx_delta,fpga_tx_delta,fpga_rx_bad_delta,fpga_tx_bad_delta
loopback,1024,10000,10000,0,10.000000,5589985,1146723,1174244352,10000001679,1158138,1158136,2,0
