test,payload_bytes,rtt_count,rtt_ok,rtt_lost,flood_duration_s,flood_tx_packets,flood_rx_packets,flood_rx_bytes,elapsed_ns,fpga_rx_delta,fpga_tx_delta,fpga_rx_bad_delta,fpga_tx_bad_delta,iface_tx_packets_delta,iface_rx_packets_delta,iface_tx_bytes_delta,iface_rx_bytes_delta,iface_tx_errors_delta,iface_rx_errors_delta,iface_tx_dropped_delta,iface_rx_dropped_delta,iface_tx_fifo_errors_delta,iface_rx_fifo_errors_delta,iface_rx_missed_errors_delta,udp_out_datagrams_delta,udp_in_datagrams_delta,udp_in_errors_delta,udp_rcvbuf_errors_delta,udp_sndbuf_errors_delta,udp_no_ports_delta,udp_in_csum_errors_delta,ip_out_requests_delta,ip_in_receives_delta,ip_in_delivers_delta,ip_in_discardsDelta,ip_out_discardsDelta,ip_in_hdr_errorsDelta,ip_in_addr_errorsDelta
loopback,1024,10000,10000,0,10.000000,5554618,1146717,1174238208,10000001809,1158137,1158129,9,0,1156757,1156728,1233106160,1216879960,0,0,0,0,0,0,0,1158137,1156717,0,0,4406481,35,0,5564624,1156752,1156752,0,4406481,0,0,0
