seq,payload_bytes,build_ns,sendto_ns,rtt_ns,rx_len,ok
262,1440,463,5648,166444,1440,1
263,1440,463,5629,166982,1440,1
264,1440,463,5686,167704,1440,1
265,1440,463,5760,166630,1440,1
266,1440,463,5871,167241,1440,1
267,1440,462,5871,167759,1440,1
268,1440,463,5611,166685,1440,1
269,1440,482,5611,167203,1440,1
270,1440,482,5926,167907,1440,1
271,1440,463,5611,169185,1440,1
272,1440,482,6926,168592,1440,1
273,1440,500,5852,167037,1440,1
274,1440,463,5759,167000,1440,1
275,1440,463,5778,167425,1440,1
276,1440,482,5574,167018,1440,1
277,1440,463,5722,167055,1440,1
278,1440,463,5592,167389,1440,1
279,1440,500,6370,168038,1440,1
280,1440,463,5648,167111,1440,1
281,1440,482,5629,167278,1440,1
282,1440,463,5667,167352,1440,1
283,1440,481,5648,166537,1440,1
284,1440,463,5537,166704,1440,1
285,1440,481,5630,166796,1440,1
286,1440,463,5481,166945,1440,1
287,1440,482,5629,166518,1440,1
288,1440,482,5537,166629,1440,1
289,1440,463,5574,167740,1440,1
290,1440,481,5667,166741,1440,1
291,1440,463,5574,166926,1440,1
292,1440,481,5500,166574,1440,1
293,1440,462,5797,166593,1440,1
294,1440,463,5482,166907,1440,1
295,1440,463,5593,166944,1440,1
296,1440,481,5482,166555,1440,1
297,1440,463,5537,167112,1440,1
298,1440,463,5519,166444,1440,1
299,1440,463,5703,166722,1440,1
300,1440,463,5537,166777,1440,1
301,1440,463,5556,167055,1440,1
302,1440,463,5500,166315,1440,1
303,1440,463,5555,167556,1440,1
304,1440,463,5519,166481,1440,1
305,1440,482,5574,166426,1440,1
306,1440,482,5481,166907,1440,1
307,1440,463,5574,166871,1440,1
308,1440,463,5481,166519,1440,1
309,1440,463,5574,166741,1440,1
310,1440,463,5537,166334,1440,1
311,1440,445,5574,166648,1440,1
312,1440,463,5556,166648,1440,1
313,1440,463,5574,167167,1440,1
314,1440,463,5630,167574,1440,1
315,1440,463,5556,167333,1440,1
316,1440,463,5537,166963,1440,1
317,1440,481,5649,166723,1440,1
318,1440,462,5538,166389,1440,1
319,1440,463,5574,166797,1440,1
320,1440,463,5555,167537,1440,1
321,1440,463,5611,166537,1440,1
322,1440,481,5537,166889,1440,1
323,1440,482,5537,166592,1440,1
324,1440,482,5537,166407,1440,1
325,1440,462,5575,167055,1440,1
326,1440,463,5500,167130,1440,1
327,1440,463,5629,166852,1440,1
328,1440,463,5500,169259,1440,1
329,1440,482,6240,168222,1440,1
330,1440,481,5852,166797,1440,1
331,1440,482,5592,167111,1440,1
332,1440,463,5741,167981,1440,1
333,1440,463,5611,166611,1440,1
334,1440,482,5592,166592,1440,1
335,1440,463,5611,166925,1440,1
336,1440,481,5574,166482,1440,1
337,1440,463,5537,167945,1440,1
338,1440,481,5797,167593,1440,1
339,1440,463,5593,167407,1440,1
340,1440,463,5593,166611,1440,1
341,1440,463,5556,166704,1440,1
342,1440,463,5574,166814,1440,1
343,1440,463,5574,166389,1440,1
344,1440,463,5870,166889,1440,1
345,1440,463,5593,166981,1440,1
346,1440,463,5592,166760,1440,1
347,1440,481,5556,166388,1440,1
348,1440,463,5574,167444,1440,1
349,1440,481,5649,166888,1440,1
350,1440,463,5630,166722,1440,1
351,1440,463,5703,167778,1440,1
352,1440,463,5611,167055,1440,1
353,1440,481,5574,166685,1440,1
354,1440,463,5629,167630,1440,1
355,1440,482,5574,166870,1440,1
356,1440,482,5555,166537,1440,1
357,1440,463,5556,167259,1440,1
358,1440,482,5611,167167,1440,1
359,1440,463,5556,166648,1440,1
360,1440,481,5963,167389,1440,1
361,1440,482,5537,167370,1440,1
362,1440,463,6926,168093,1440,1
363,1440,463,5574,166648,1440,1
364,1440,463,5815,167815,1440,1
365,1440,463,5574,166574,1440,1
366,1440,463,5574,167148,1440,1
367,1440,463,5555,166722,1440,1
368,1440,463,5685,166945,1440,1
369,1440,462,5538,166278,1440,1
370,1440,463,5592,167408,1440,1
371,1440,463,5574,167055,1440,1
372,1440,482,5574,167204,1440,1
373,1440,481,5648,166704,1440,1
374,1440,481,5723,167130,1440,1
375,1440,463,5500,166667,1440,1
376,1440,481,5889,167278,1440,1
377,1440,463,5537,167075,1440,1
378,1440,481,5574,166463,1440,1
379,1440,463,5592,167074,1440,1
380,1440,481,5630,167407,1440,1
381,1440,482,5592,166760,1440,1
382,1440,463,5667,167037,1440,1
383,1440,463,5574,167185,1440,1
384,1440,463,5593,166703,1440,1
385,1440,482,5592,166907,1440,1
386,1440,481,8038,168444,1440,1
387,1440,463,5815,166926,1440,1
388,1440,481,5667,167185,1440,1
389,1440,463,5593,167037,1440,1
390,1440,481,5648,166796,1440,1
391,1440,463,5555,166667,1440,1
392,1440,463,5592,167334,1440,1
393,1440,463,5574,166833,1440,1
394,1440,463,5592,166815,1440,1
395,1440,463,5537,167111,1440,1
396,1440,463,5593,166963,1440,1
397,1440,463,5537,166685,1440,1
398,1440,481,5612,167018,1440,1
399,1440,463,5500,166630,1440,1
400,1440,463,5629,166815,1440,1
401,1440,463,5537,167481,1440,1
402,1440,463,5574,166648,1440,1
403,1440,463,5519,166463,1440,1
404,1440,463,5630,167037,1440,1
405,1440,463,5555,167204,1440,1
406,1440,463,5593,166722,1440,1
407,1440,463,5519,166833,1440,1
408,1440,463,5611,166833,1440,1
409,1440,482,5518,166444,1440,1
410,1440,463,5703,166593,1440,1
411,1440,463,5519,166333,1440,1
412,1440,482,5574,166648,1440,1
413,1440,463,5685,166611,1440,1
414,1440,463,5574,166852,1440,1
415,1440,463,5555,166575,1440,1
416,1440,463,5574,167056,1440,1
417,1440,482,5555,166740,1440,1
418,1440,463,5574,166797,1440,1
419,1440,463,5666,166593,1440,1
420,1440,463,5630,167111,1440,1
421,1440,481,5482,166222,1440,1
422,1440,463,5574,166982,1440,1
423,1440,463,5537,167130,1440,1
424,1440,463,5592,166352,1440,1
425,1440,482,5518,166371,1440,1
426,1440,463,5574,167037,1440,1
427,1440,463,5519,166648,1440,1
428,1440,463,5592,166556,1440,1
429,1440,481,5519,167148,1440,1
430,1440,463,5537,166315,1440,1
431,1440,463,5518,166260,1440,1
432,1440,463,5611,167556,1440,1
433,1440,463,5741,167074,1440,1
434,1440,463,5593,166796,1440,1
435,1440,463,5611,167426,1440,1
436,1440,463,5593,166926,1440,1
437,1440,463,5537,167074,1440,1
438,1440,463,5574,167019,1440,1
439,1440,463,5537,167685,1440,1
440,1440,463,5630,167222,1440,1
441,1440,463,5666,167186,1440,1
442,1440,463,5593,167037,1440,1
443,1440,463,5556,167074,1440,1
444,1440,463,5592,167037,1440,1
445,1440,482,5537,167740,1440,1
446,1440,463,5574,167814,1440,1
447,1440,481,5556,169389,1440,1
448,1440,851,6482,169741,1440,1
449,1440,482,6018,167444,1440,1
450,1440,482,5574,167703,1440,1
451,1440,463,5667,167555,1440,1
452,1440,462,5612,166945,1440,1
453,1440,463,5685,167537,1440,1
454,1440,463,5648,168111,1440,1
455,1440,463,5907,169685,1440,1
456,1440,482,6518,170333,1440,1
457,1440,482,6296,168056,1440,1
458,1440,463,5741,167575,1440,1
459,1440,463,5537,166833,1440,1
460,1440,463,5649,167000,1440,1
461,1440,481,5556,166500,1440,1
462,1440,463,5593,166092,1440,1
463,1440,463,5500,166889,1440,1
464,1440,481,5574,166834,1440,1
465,1440,463,5445,165926,1440,1
466,1440,482,5463,165833,1440,1
467,1440,481,5463,166297,1440,1
468,1440,463,5519,167648,1440,1
469,1440,482,6000,167092,1440,1
470,1440,462,5630,166907,1440,1
471,1440,463,5574,166260,1440,1
472,1440,463,5592,166019,1440,1
473,1440,481,5426,166463,1440,1
474,1440,463,5481,165834,1440,1
475,1440,463,5407,165686,1440,1
476,1440,463,5463,166648,1440,1
477,1440,482,5444,165574,1440,1
478,1440,463,5500,166611,1440,1
479,1440,463,5426,166223,1440,1
480,1440,463,5445,167296,1440,1
481,1440,463,5944,167592,1440,1
482,1440,463,5574,167148,1440,1
483,1440,482,5500,167796,1440,1
484,1440,463,6481,167926,1440,1
485,1440,463,5796,167481,1440,1
486,1440,463,5555,166667,1440,1
487,1440,482,5611,166778,1440,1
488,1440,463,5686,167704,1440,1
489,1440,463,5630,167000,1440,1
490,1440,463,5611,167018,1440,1
491,1440,463,5685,166778,1440,1
492,1440,463,5555,167130,1440,1
493,1440,463,5629,174019,1440,1
494,1440,482,6333,170444,1440,1
495,1440,481,7352,171074,1440,1
496,1440,481,6334,169130,1440,1
497,1440,482,6185,169018,1440,1
498,1440,482,5981,168204,1440,1
499,1440,463,5796,167796,1440,1
500,1440,482,6259,168259,1440,1
501,1440,463,5797,167870,1440,1
502,1440,482,5611,167092,1440,1
503,1440,463,5630,167203,1440,1
504,1440,481,5611,167000,1440,1
505,1440,463,6000,167092,1440,1
506,1440,463,5685,167260,1440,1
507,1440,481,5686,168240,1440,1
508,1440,463,5759,166981,1440,1
509,1440,463,5593,166611,1440,1
510,1440,463,5778,167593,1440,1
511,1440,481,5556,166982,1440,1
512,1440,463,5556,166722,1440,1
513,1440,463,5574,167611,1440,1
514,1440,462,6371,169648,1440,1
515,1440,463,5945,167259,1440,1
516,1440,463,5666,166889,1440,1
517,1440,463,5593,169222,1440,1
518,1440,482,7111,170555,1440,1
519,1440,463,6093,168315,1440,1
520,1440,463,6167,169204,1440,1
521,1440,482,5870,167148,1440,1
522,1440,463,5574,166648,1440,1
523,1440,463,5556,167314,1440,1
524,1440,463,5574,168148,1440,1
525,1440,481,5667,167037,1440,1
526,1440,463,5667,167333,1440,1
527,1440,463,5666,168908,1440,1
528,1440,482,5741,167019,1440,1
529,1440,463,5648,166907,1440,1
530,1440,481,5759,166926,1440,1
531,1440,481,5574,167630,1440,1
532,1440,463,5685,193222,1440,1
533,1440,482,6481,168222,1440,1
534,1440,462,5834,166982,1440,1
535,1440,463,5630,166907,1440,1
536,1440,481,5630,167352,1440,1
537,1440,463,5629,167093,1440,1
538,1440,463,5703,167056,1440,1
539,1440,482,5629,167074,1440,1
540,1440,482,5574,167352,1440,1
541,1440,482,5611,167630,1440,1
542,1440,463,5685,167093,1440,1
543,1440,463,5574,167111,1440,1
544,1440,482,5722,167814,1440,1
545,1440,463,5537,166685,1440,1
546,1440,463,5555,166852,1440,1
547,1440,463,5630,166778,1440,1
548,1440,462,5612,166130,1440,1
549,1440,444,5315,166204,1440,1
550,1440,444,5371,166333,1440,1
551,1440,444,5389,165815,1440,1
552,1440,426,5463,166408,1440,1
553,1440,444,5352,165889,1440,1
554,1440,426,5630,165889,1440,1
555,1440,444,5297,166074,1440,1
556,1440,444,5333,165630,1440,1
557,1440,445,5425,166333,1440,1
558,1440,445,5407,166574,1440,1
559,1440,444,5334,166055,1440,1
560,1440,445,5389,165926,1440,1
561,1440,426,5333,165556,1440,1
562,1440,426,5352,166093,1440,1
563,1440,426,5334,166130,1440,1
564,1440,445,5333,166018,1440,1
565,1440,444,5389,166259,1440,1
566,1440,426,5333,165685,1440,1
567,1440,445,5333,165814,1440,1
568,1440,426,5463,166555,1440,1
569,1440,426,5333,166185,1440,1
570,1440,444,5352,165962,1440,1
571,1440,444,5333,166019,1440,1
572,1440,444,5297,165740,1440,1
573,1440,444,5334,165574,1440,1
574,1440,445,5296,165704,1440,1
575,1440,445,5315,166685,1440,1
576,1440,445,5463,165907,1440,1
577,1440,444,5278,165203,1440,1
578,1440,425,5204,165518,1440,1
579,1440,445,5203,165148,1440,1
580,1440,445,5240,166092,1440,1
581,1440,444,5926,166593,1440,1
582,1440,444,5333,166130,1440,1
583,1440,445,5259,165889,1440,1
584,1440,444,5204,165760,1440,1
585,1440,445,5259,165130,1440,1
586,1440,426,5167,165685,1440,1
587,1440,426,5222,165037,1440,1
588,1440,426,5203,165908,1440,1
589,1440,444,5204,165149,1440,1
590,1440,426,5555,165389,1440,1
591,1440,445,5185,164945,1440,1
592,1440,444,5167,165871,1440,1
593,1440,444,5223,165759,1440,1
594,1440,445,5555,165833,1440,1
595,1440,444,5315,165463,1440,1
596,1440,426,5260,165333,1440,1
597,1440,426,5204,165333,1440,1
598,1440,445,5333,165944,1440,1
599,1440,445,5185,167019,1440,1
600,1440,426,5926,166611,1440,1
601,1440,445,5407,166815,1440,1
602,1440,426,5296,165760,1440,1
603,1440,444,5315,165908,1440,1
604,1440,444,5352,165981,1440,1
605,1440,426,5315,165686,1440,1
606,1440,444,5278,166278,1440,1
607,1440,444,5315,166019,1440,1
608,1440,445,5296,165685,1440,1
609,1440,445,5277,166703,1440,1
610,1440,445,5351,166129,1440,1
611,1440,426,5278,165963,1440,1
612,1440,445,5277,166185,1440,1
613,1440,445,5370,166222,1440,1
614,1440,445,5352,166463,1440,1
615,1440,444,5260,167037,1440,1
616,1440,445,5444,166130,1440,1
617,1440,426,5630,166352,1440,1
618,1440,426,5371,165981,1440,1
619,1440,445,5333,165833,1440,1
620,1440,445,5277,166722,1440,1
621,1440,444,5389,165871,1440,1
622,1440,444,5612,166148,1440,1
623,1440,444,5389,165889,1440,1
624,1440,426,5519,166204,1440,1
625,1440,445,5500,166666,1440,1
626,1440,444,5722,167148,1440,1
627,1440,444,5334,165888,1440,1
628,1440,426,5352,166611,1440,1
629,1440,425,5445,166093,1440,1
630,1440,445,5370,165963,1440,1
631,1440,444,5259,165871,1440,1
632,1440,426,5389,166371,1440,1
633,1440,444,5352,165981,1440,1
634,1440,444,5297,165908,1440,1
635,1440,444,5278,165611,1440,1
636,1440,444,5297,166426,1440,1
637,1440,445,5314,165814,1440,1
638,1440,444,5334,165982,1440,1
639,1440,444,5278,166018,1440,1
640,1440,426,5297,165834,1440,1
641,1440,426,5389,165944,1440,1
642,1440,445,5851,168722,1440,1
643,1440,426,5611,166833,1440,1
644,1440,426,5334,166852,1440,1
645,1440,444,5334,165981,1440,1
646,1440,444,5315,165889,1440,1
647,1440,445,5315,166500,1440,1
648,1440,445,5389,165963,1440,1
649,1440,444,5371,165851,1440,1
650,1440,444,5278,166259,1440,1
651,1440,445,5685,166481,1440,1
652,1440,444,5408,166167,1440,1
653,1440,445,5296,165611,1440,1
654,1440,444,5296,165889,1440,1
655,1440,445,5259,166259,1440,1
656,1440,426,5260,165852,1440,1
657,1440,426,5537,166407,1440,1
658,1440,445,5259,165981,1440,1
659,1440,444,5278,165574,1440,1
660,1440,445,5278,166333,1440,1
661,1440,426,5333,166074,1440,1
662,1440,445,5241,166000,1440,1
663,1440,426,5296,166630,1440,1
664,1440,444,5241,165666,1440,1
665,1440,426,5315,166222,1440,1
666,1440,426,5296,165944,1440,1
667,1440,445,5389,166018,1440,1
668,1440,426,5278,166666,1440,1
669,1440,445,6148,166963,1440,1
670,1440,426,5481,166500,1440,1
671,1440,445,5314,166129,1440,1
672,1440,444,5593,165611,1440,1
673,1440,445,5204,165241,1440,1
674,1440,426,5222,165389,1440,1
675,1440,445,5203,165407,1440,1
676,1440,445,5241,166204,1440,1
677,1440,444,5167,165778,1440,1
678,1440,444,5223,165352,1440,1
679,1440,425,5204,165611,1440,1
680,1440,444,5241,165111,1440,1
681,1440,426,5203,165630,1440,1
682,1440,426,5278,165815,1440,1
683,1440,445,5185,165204,1440,1
684,1440,444,5223,165297,1440,1
685,1440,445,5241,165296,1440,1
686,1440,444,5241,165907,1440,1
687,1440,444,5185,165445,1440,1
688,1440,426,5537,165851,1440,1
689,1440,444,5259,165389,1440,1
690,1440,426,5297,165167,1440,1
691,1440,426,5203,165130,1440,1
692,1440,445,5240,165407,1440,1
693,1440,444,5223,165630,1440,1
694,1440,426,5370,165982,1440,1
695,1440,445,5222,167148,1440,1
696,1440,426,6055,167203,1440,1
697,1440,426,5370,166222,1440,1
698,1440,426,5333,166000,1440,1
699,1440,426,5259,165797,1440,1
700,1440,426,5315,165667,1440,1
701,1440,445,5278,166593,1440,1
702,1440,445,5333,165833,1440,1
703,1440,426,5333,165944,1440,1
704,1440,426,5333,166407,1440,1
705,1440,445,5296,165592,1440,1
706,1440,426,5388,165889,1440,1
707,1440,444,5260,166445,1440,1
708,1440,445,5370,165851,1440,1
709,1440,426,5370,166130,1440,1
710,1440,445,5314,165759,1440,1
711,1440,445,5296,166444,1440,1
712,1440,444,5352,166185,1440,1
713,1440,445,5407,165741,1440,1
714,1440,444,5407,166037,1440,1
715,1440,426,5333,166352,1440,1
716,1440,444,5370,165889,1440,1
717,1440,426,5314,166852,1440,1
718,1440,444,5611,166759,1440,1
719,1440,426,5297,165834,1440,1
720,1440,444,5445,166111,1440,1
721,1440,445,5222,165222,1440,1
722,1440,445,5278,165296,1440,1
723,1440,444,5185,165333,1440,1
724,1440,444,5185,165408,1440,1
725,1440,444,5241,165482,1440,1
726,1440,445,5333,166074,1440,1
727,1440,444,5222,165111,1440,1
728,1440,426,5241,166111,1440,1
729,1440,445,5259,165574,1440,1
730,1440,444,5333,165778,1440,1
731,1440,426,5278,165222,1440,1
732,1440,445,5203,165463,1440,1
733,1440,425,5260,165611,1440,1
734,1440,444,5223,165129,1440,1
735,1440,445,5204,165889,1440,1
736,1440,426,5204,165130,1440,1
737,1440,425,5167,165740,1440,1
738,1440,444,5186,165259,1440,1
739,1440,444,5167,165500,1440,1
740,1440,444,5278,165741,1440,1
741,1440,445,5222,165018,1440,1
742,1440,426,5278,165815,1440,1
743,1440,444,5278,165834,1440,1
744,1440,444,5537,165703,1440,1
745,1440,445,5185,166000,1440,1
746,1440,426,5185,165574,1440,1
747,1440,426,5463,166092,1440,1
748,1440,444,5204,165277,1440,1
749,1440,444,5204,164963,1440,1
750,1440,445,5148,165537,1440,1
751,1440,444,5315,165593,1440,1
752,1440,444,5185,165296,1440,1
753,1440,426,5203,165222,1440,1
754,1440,444,5148,165500,1440,1
755,1440,445,5185,164926,1440,1
756,1440,426,5166,165074,1440,1
757,1440,444,5186,165148,1440,1
758,1440,426,5167,165314,1440,1
759,1440,444,5167,165593,1440,1
760,1440,445,5148,165019,1440,1
761,1440,444,5167,165500,1440,1
762,1440,445,5185,165833,1440,1
763,1440,444,5204,165259,1440,1
764,1440,445,5148,165926,1440,1
765,1440,445,5185,165037,1440,1
766,1440,445,5333,165981,1440,1
767,1440,444,5241,166926,1440,1
768,1440,444,6093,166815,1440,1
769,1440,444,5352,166592,1440,1
770,1440,426,7667,170296,1440,1
771,1440,426,5389,165722,1440,1
772,1440,426,5407,165870,1440,1
